Manufacturer,Model,Price,Transmission,Power,Engine CC,Total,Manufacturer_le,Model_freq,Fuel_automatic,Fuel_diesel,Fuel_petrol
BMW,X5,113.2693333,8.0,246.3333333,2994.666667,45992,4,13,0,1,0
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,45705,8,13,0,1,0
Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,45678,20,20,0,0,1
Skoda,Felicia,11.370625,5.0,48.0,1518.0,45401,42,19,0,0,1
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,44234,8,15,0,1,0
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,43801,40,16,0,0,1
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,43641,30,15,0,1,0
Peugeot,107,11.14333333,5.0,50.0,998.0,43108,36,9,0,0,1
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,42593,36,10,0,1,0
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,41699,30,17,0,0,1
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,41627,32,20,0,0,1
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,41157,16,20,0,0,1
Renault,Espace,59.0,7.0,166.0,1798.0,40353,38,20,0,0,1
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,40282,8,20,0,0,1
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,39710,50,11,0,1,0
Kia,Picanto,16.59192308,5.0,52.84615385,998.0,39624,21,10,0,0,1
Toyota,Aygo,15.20916667,5.0,53.0,998.0,39164,48,9,0,0,1
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,38849,16,12,0,0,1
Peugeot,205,13.11525,4.75,50.875,1430.75,38577,36,20,0,0,1
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,38075,16,18,0,0,1
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,37892,50,18,0,1,0
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,37823,8,20,0,0,1
Fiat,Seicento,8.17,5.0,40.0,1108.0,37131,16,16,0,0,1
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,34516,1,16,0,0,1
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,33730,7,16,0,1,0
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,33445,46,16,0,0,1
Citroen,C1,13.48615385,5.0,52.38461538,1028.923077,32497,8,9,0,0,1
Volvo,S60,52.085,8.0,223.8333333,1969.0,32142,51,13,0,0,1
Kia,Rio,22.95871429,6.285714286,80.0,998.0,31734,21,13,0,0,1
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,31183,37,20,0,0,1
Toyota,MR2,34.19,6.0,103.0,1794.0,30900,48,20,0,0,1
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,30513,10,17,0,0,1
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,30298,36,20,0,0,1
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,30045,32,18,0,0,1
Suzuki,Alto,9.5628,4.6,50.0,996.0,29269,46,20,0,0,1
Mazda,2,21.6,6.0,64.625,1496.0,28314,29,11,0,0,1
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,27790,40,20,0,0,1
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,27786,46,15,0,0,1
Citroen,AX,10.83275,5.0,45.0,1242.0,27164,8,20,0,0,1
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,26983,51,20,0,0,1
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,26621,50,15,0,0,1
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,26495,16,18,0,0,1
Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,26373,48,7,0,0,1
Porsche,Boxster,83.50125,6.5,213.5,3071.0,26279,37,16,0,0,1
Mazda,626,20.7195,4.71875,81.375,1950.90625,26162,29,20,0,0,1
Nissan,Note,19.31857143,5.0,66.42857143,1348.285714,26060,34,8,0,1,0
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,25701,48,20,0,0,1
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,24914,48,20,0,0,1
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,24746,1,13,0,0,1
Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,23465,46,13,0,0,1
MG,TF,32.09,4.0,98.2,1754.4,23441,27,12,0,0,1
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,23436,30,19,0,1,0
Volvo,XC90,85.82946154,8.0,213.1538462,1969.0,23294,51,11,0,0,1
Volvo,940,30.236875,4.5,110.0,2316.0,23249,51,20,0,0,1
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,22950,41,17,0,0,1
BMW,740i,115.533,8.0,250.0,2998.0,22875,4,20,0,0,1
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,22207,19,13,0,1,0
BMW,X3,76.5922,8.0,184.0,2396.4,22147,4,10,0,0,1
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,21893,38,10,0,0,1
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,21884,34,20,0,1,0
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,21852,34,7,0,1,0
Jaguar,XK,145.6466667,6.0,283.0,5000.0,21626,20,18,0,0,1
Rover,Mini,7.92,4.0,33.33333333,868.3333333,21013,39,20,0,0,1
Kia,Sportage,43.97,6.6,115.3,1634.2,20675,21,18,0,1,0
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,20668,51,15,0,1,0
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,20115,7,14,0,0,1
Kia,Sorento,36.01325,6.0,151.6666667,2048.666667,20098,21,11,0,0,1
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,19872,45,20,0,0,1
BMW,Z3,39.7374,4.6,115.0,2234.4,19337,4,17,0,0,1
BMW,Z4,64.109625,6.75,202.125,2778.0,19289,4,11,0,0,1
Subaru,Forester,51.646,0.0,110.0,1995.0,19038,45,16,0,0,1
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,18902,30,20,0,0,1
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,18719,51,10,0,0,1
MG,ZS,30.99,0.0,105.0,335.0,18420,27,13,1,0,0
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,18279,51,20,0,0,1
BMW,M3,135.1055,6.5,309.0,3999.0,18132,4,19,0,0,1
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,17997,38,14,0,1,0
Toyota,Prius,33.798,0.0,96.0,1797.4,17987,48,10,0,0,1
Audi,80,27.09825,4.666666667,91.75,2247.333333,17640,3,20,0,0,1
Audi,A2,23.0525,5.0,55.0,1406.0,17530,3,13,0,0,1
MG,ZT,42.74666667,5.0,128.5,2548.833333,17280,27,12,0,0,1
Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,17160,6,9,0,0,1
Fiat,Cinquecento,7.712,5.0,29.0,899.0,17005,16,20,0,0,1
Hyundai,Matrix,18.513,4.6,76.0,1599.0,16742,19,12,0,0,1
Kia,Carens,31.195,6.0,105.875,1755.75,16308,21,13,0,0,1
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,16282,41,16,0,0,1
Ford,Sierra,18.2955625,4.875,70.25,1836.5,16161,17,20,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,15878,32,49,0,0,1
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,15618,41,10,0,1,0
Mercedes,SLS,264.675,7.0,420.0,6208.0,15407,30,19,0,0,1
Ford,S-MAX,47.52333333,6.0,128.8888889,1886.555556,15267,17,8,0,1,0
Fiat,Multipla,25.2075,5.0,80.5,1753.0,15158,16,14,0,0,1
Ford,Streetka,26.0,5.0,70.0,1597.0,14771,17,11,0,0,1
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,14745,32,20,0,0,1
Honda,HR-V,32.723,3.6,96.0,1498.0,14587,18,15,0,0,1
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,14417,51,14,0,0,1
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,14359,30,20,0,0,1
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,14334,36,12,0,1,0
Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,14019,30,9,0,1,0
Fiat,Marea,20.1241875,4.875,79.875,1836.875,13757,16,17,0,0,1
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,13536,11,15,0,0,1
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,13503,41,20,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,13459,30,33,0,0,1
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,13280,16,12,0,1,0
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,13228,19,10,0,0,1
Fiat,500L,26.29166667,5.6,74.73333333,1186.333333,13177,16,6,0,1,0
Ford,Maverick,29.151,5.0,89.0,2526.5,12842,17,20,0,0,1
Saab,9000,41.616,4.6,125.36,2336.52,12733,40,20,0,0,1
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,12656,19,20,0,0,1
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,12511,50,20,0,0,1
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,12438,11,16,0,0,1
Volkswagen,Touareg,94.098125,8.0,190.0,2967.0,12386,50,10,0,1,0
Smart,Fortwo,19.9680625,2.8125,55.375,592.5625,12253,43,9,1,0,0
Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,12216,6,9,0,0,1
Smart,City-coupe,13.2053,6.0,35.8,679.0,11669,43,11,0,0,1
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,11569,7,18,0,0,1
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,11254,17,15,0,0,1
Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,10890,46,12,0,0,1
Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,10869,36,7,0,0,1
Mazda,5,22.12540909,5.5,75.09090909,1622.681818,10261,29,9,0,0,1
Honda,FR-V,33.12857143,5.285714286,103.0,1914.714286,10184,18,9,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,9989,32,49,0,0,1
Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,9956,21,7,0,0,1
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,9913,24,20,0,1,0
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,9694,18,20,0,0,1
BMW,640i,114.8758333,8.0,235.0,2979.0,9459,4,20,0,0,1
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,9299,34,20,0,0,1
Volkswagen,Eos,42.2862,6.0,113.8,1740.0,9232,50,8,0,0,1
Suzuki,SX4,20.6695,4.75,88.0,1586.0,9125,46,8,0,0,1
Mazda,Demio,14.7754,4.8,51.4,1428.4,8972,29,15,0,0,1
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,8958,32,20,0,0,1
Renault,19,16.29053333,4.8,57.86666667,1645.133333,8928,38,19,0,0,1
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,8896,16,17,0,0,1
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,8840,46,18,0,0,1
Porsche,Cayenne,158.976,8.0,326.0,3295.0,8800,37,11,0,0,1
Hyundai,Trajet,30.352,4.4,99.0,2117.6,8742,19,13,0,0,1
Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,8719,29,14,0,0,1
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,8652,17,20,0,0,1
Skoda,Superb,39.725,6.8,110.0,1592.0,8524,42,11,0,0,1
Chevrolet,Lacetti,18.76285714,4.714285714,80.42857143,1612.928571,8448,6,9,0,0,1
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,8415,8,11,0,0,1
Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,8401,36,11,0,1,0
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,8164,41,19,0,0,1
Volkswagen,Fox,12.49833333,5.0,48.66666667,1336.666667,8164,50,8,0,0,1
Lotus,Elise,53.792,6.0,134.3333333,1730.0,8153,26,16,0,0,1
Rover,CityRover,11.74,5.0,63.0,1405.0,8082,39,10,0,0,1
Smart,Forfour,24.674,0.0,60.0,160.0,8068,43,9,1,0,0
Audi,A8,116.545,8.0,230.0,2981.0,7898,3,15,0,0,1
Toyota,Picnic,25.29875,4.5,94.0,1998.0,7897,48,17,0,0,1
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,7862,51,11,0,1,0
Ford,C-MAX,32.1815,6.0,99.0,1448.6,7488,17,7,0,0,1
Peugeot,806,29.57028571,5.0,84.0,1997.142857,7280,36,18,0,1,0
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,7277,17,20,0,0,1
Honda,S2000,55.25,6.0,177.0,1997.0,7251,18,14,0,0,1
Audi,Q7,106.5488889,8.0,210.0,2976.333333,7110,3,8,0,1,0
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,6922,21,15,0,0,1
Bentley,Continental,285.247,7.2,428.2,5577.8,6712,5,10,0,0,1
Nissan,350Z,55.4225,6.0,221.0,3498.0,6587,34,10,0,0,1
Rover,Streetwise,20.74,5.0,75.0,1695.0,6545,39,11,0,0,1
Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,6493,51,9,0,0,1
Peugeot,1007,18.657,5.0,59.58333333,1407.333333,6480,36,8,0,0,1
Peugeot,309,14.350125,4.875,59.5,1642.875,6328,36,20,0,0,1
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,6319,21,19,0,0,1
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,6295,48,20,0,0,1
Audi,S3,60.87,6.75,228.0,1984.0,6124,3,14,0,0,1
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,6122,10,17,0,0,1
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,5796,43,10,0,0,1
Hyundai,I10,16.011,5.0,51.77777778,998.0,5646,19,6,0,0,1
Mazda,MX-3,22.127,5.0,83.0,1721.5,5593,29,20,0,0,1
Daewoo,Leganza,23.245,4.5,98.0,1998.0,5568,10,15,0,0,1
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,5530,51,16,0,0,1
Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,5508,36,12,0,0,1
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,5507,19,20,0,0,1
Kia,Cerato,19.895,4.8,94.0,1742.6,5470,21,9,0,0,1
Nissan,Pathfinder,60.9552,5.5,146.0,2588.6,5370,34,9,0,1,0
Jaguar,XF,78.74625,8.0,176.25,1997.0,5361,20,6,0,1,0
Mitsubishi,Outlander,37.44666667,2.611111111,120.3333333,2085.055556,5360,32,10,0,0,1
Chrysler,300C,70.31925,4.5,199.0,4123.5,5325,7,8,0,0,1
Skoda,Roomster,20.9225,5.375,68.875,1272.4375,5265,42,7,0,0,1
Honda,Concerto,16.67175,4.5,74.0,1541.5,5168,18,19,0,0,1
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,5164,34,19,0,0,1
Ford,Probe,24.84,5.0,102.0,2244.0,5127,17,20,0,0,1
Hyundai,Elantra,19.055,4.6,89.2,1827.8,5067,19,13,0,0,1
Audi,A5,59.43242424,7.0,150.4545455,1981.818182,4997,3,7,0,0,1
Dodge,Caliber,26.59125,4.125,108.625,1911.75,4965,14,8,0,0,1
Alfa-Romeo,GT,37.350625,5.375,121.0625,1972.8125,4928,1,9,0,0,1
Hyundai,I30,28.60918919,5.945945946,100.5945946,1387.621622,4794,19,7,0,0,1
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,4762,17,19,0,0,1
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,4687,51,20,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,4604,3,26,0,0,1
Renault,Twingo,14.94,5.2,59.6,958.6,4600,38,6,0,0,1
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,4507,1,20,0,0,1
Porsche,944,59.4905,5.0,137.5,2734.5,4417,37,20,0,0,1
Ford,Explorer,76.71,0.0,336.0,0.0,4369,17,17,0,0,1
Porsche,Cayman,84.60125,6.5,220.5,3071.0,4358,37,8,0,0,1
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,4346,51,18,0,0,1
Toyota,Supra,81.295,8.0,250.0,2998.0,4294,48,20,0,0,1
Mazda,121,13.191,5.0,51.33333333,1431.333333,4236,29,20,0,0,1
Chevrolet,Tacuma,20.20388889,4.777777778,82.33333333,1775.777778,4140,6,8,0,0,1
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,4140,16,18,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,4133,24,40,0,1,0
Audi,100,37.32636,4.76,101.12,2349.08,4111,3,20,0,0,1
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,4074,50,20,0,0,1
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,4046,34,20,0,1,0
Ford,Capri,11.7129,4.0,69.0,1864.8,4028,17,20,0,0,1
Honda,Stream,27.935,5.0,103.5,1833.0,3997,18,12,0,0,1
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,3931,19,10,0,1,0
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,3921,3,12,0,0,1
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,3920,42,18,0,0,1
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,3892,50,19,0,0,1
Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199.0,3841,7,10,0,0,1
Kia,Magentis,28.803,4.8,111.2,2126.8,3810,21,11,0,0,1
Volkswagen,Tiguan,44.30857143,6.714285714,108.0,1663.928571,3733,50,6,0,0,1
Honda,Shuttle,30.081,4.0,110.0,2254.0,3634,18,20,0,0,1
Mazda,Xedos,28.9602,4.4,100.8,1936.6,3623,29,19,0,0,1
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,3549,3,20,0,0,1
Fiat,Idea,20.31264706,5.352941176,63.29411765,1344.823529,3541,16,9,0,1,0
BMW,M550i,134.789,8.0,390.0,4395.0,3514,4,20,0,0,1
Subaru,Justy,11.745,5.0,51.0,998.0,3360,45,20,0,0,1
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,3324,50,20,0,0,1
Subaru,Outback,53.62733333,0.0,122.6666667,2331.333333,3298,45,9,0,0,1
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,3268,21,17,0,0,1
Aston-Martin,DB9,273.755,6.0,381.0,5935.0,3191,2,9,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,3138,30,24,0,1,0
Aston-Martin,Vantage,360.755,6.0,410.0,5341.0,3123,2,8,0,0,1
Audi,RS4,121.77,6.666666667,316.3333333,3740.0,3029,3,8,0,0,1
Toyota,Hilux,46.60136364,6.0,110.0,2393.0,3016,48,12,0,1,0
Mercedes,CLC,42.5595,6.166666667,131.6666667,2313.666667,2937,30,6,0,0,1
Mitsubishi,Grandis,30.839,4.6,121.0,2378.0,2907,32,8,0,0,1
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,2800,16,16,0,1,0
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,2755,1,15,0,0,1
Ssangyong,Rexton,54.2675,5.666666667,114.0,1998.0,2743,44,9,0,1,0
Ford,Kuga,38.7525,0.0,165.0,2488.0,2737,17,6,0,0,1
Alfa-Romeo,159,43.26150943,5.905660377,135.3773585,2276.0,2678,1,7,0,1,0
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,2579,34,18,0,0,1
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,2457,10,15,0,0,1
Honda,Legend,69.397,5.0,173.0,3358.666667,2436,18,20,0,0,1
Aston-Martin,DB7,158.823,4.5,250.0,3228.0,2357,2,14,0,0,1
Mazda,Tribute,38.025,4.5,129.5,2614.0,2316,29,11,0,0,1
Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,2205,30,11,0,0,1
Honda,Logo,13.382,2.5,48.0,1343.0,2198,18,14,0,0,1
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,2167,1,15,0,0,1
Fiat,Sedici,21.91166667,4.666666667,88.0,1586.0,2101,16,7,0,0,1
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,2089,29,17,0,0,1
Honda,Integra,17.5296,4.6,78.4,1549.8,2060,18,20,0,0,1
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,2057,38,17,0,0,1
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,2018,1,11,0,0,1
Nissan,Murano,87.487,0.0,188.0,3498.0,1967,34,8,0,0,1
Mercedes,R,88.77777778,7.0,190.0,3377.444444,1943,30,7,0,0,1
Daihatsu,Copen,23.8115,5.0,64.0,1298.0,1911,11,8,0,0,1
Suzuki,Splash,13.1466,4.8,55.4,1144.8,1860,46,6,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,1831,30,24,0,1,0
Toyota,Paseo,15.764,5.0,66.0,1497.0,1774,48,16,0,0,1
Mitsubishi,Pajero,45.78386047,4.813953488,106.3023256,2768.511628,1746,32,9,0,1,0
Citroen,XM,36.35965,4.55,110.5,2345.1,1745,8,16,0,0,1
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,1701,38,16,0,0,1
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,1680,6,6,0,0,1
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,1641,44,15,0,1,0
Mazda,MPV,35.29583333,5.0,102.0,2129.0,1444,29,9,0,0,1
Porsche,Carrera,646.605,6.0,450.0,5733.0,1443,37,20,0,0,1
Daihatsu,Move,12.924,4.0,43.0,989.0,1414,11,13,0,0,1
Volkswagen,Transporter,35.37645833,6.0,103.0833333,1968.0,1392,50,6,0,1,0
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,1382,32,49,0,0,1
BMW,850i,111.993,5.0,220.0,4988.0,1349,4,14,0,0,1
Mercedes,GLK,59.05425,6.75,144.375,2417.875,1349,30,6,0,1,0
Lexus,RX,88.46428571,0.0,230.0,3456.0,1314,25,8,0,0,1
Alfa-Romeo,Brera,53.10142857,6.0,163.7142857,2679.285714,1274,1,6,0,0,1
Nissan,Prairie,21.407,4.5,72.0,1974.0,1268,34,15,0,0,1
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,1253,18,12,0,0,1
Ford,Mustang,74.609,3.2,239.2,3640.2,1252,17,7,0,0,1
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,1249,35,11,0,0,1
Dodge,Nitro,47.881,5.111111111,141.4444444,3106.666667,1236,14,6,0,1,0
Porsche,928,110.0985,5.0,235.0,4957.0,1228,37,17,0,0,1
Ferrari,F430,260.287,6.0,360.0,4308.0,1220,15,5,0,0,1
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,1162,16,15,0,1,0
Suzuki,SJ,8.4656,4.6,41.4,1182.4,1142,46,15,0,0,1
TVR,Tuscan,107.7,5.0,274.0,3800.5,1130,47,7,0,0,1
Lexus,GS,78.47722222,0.888888889,224.7777778,3196.555556,1106,25,6,0,0,1
Renault,Vel,51.6415625,5.375,126.5,2376.75,1096,38,5,0,0,1
Audi,RS6,175.835,7.0,433.5,4493.5,1079,3,6,0,0,1
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,1060,26,15,0,0,1
Suzuki,Samurai,12.25,5.0,43.0,1325.0,1054,46,15,0,0,1
Ferrari,360,200.19825,6.0,294.0,3586.0,1031,15,5,0,0,1
Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,1017,50,6,0,0,1
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,1140950,17,20,0,0,1
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,925197,17,16,0,0,1
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,732030,50,20,0,0,1
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,693039,38,20,0,0,1
Ford,Mondeo,39.97375,1.75,130.25,1998.5,691481,17,20,0,0,1
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,565141,36,16,0,0,1
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,552705,4,20,0,0,1
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,533794,34,20,0,0,1
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,515555,38,18,0,0,1
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,501261,50,20,0,0,1
Ford,Ka+,15.46,5.0,60.8,1196.0,413225,17,18,0,0,1
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,409841,17,20,0,0,1
Honda,Civic,29.942625,4.5,106.225,1480.575,399922,18,20,0,0,1
Peugeot,306,18.64264,4.84,67.0,1698.64,285930,36,20,0,0,1
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,281941,8,16,0,0,1
Toyota,Yaris,20.7206,3.52,74.4,1397.8,250004,48,15,0,0,1
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,244885,36,20,0,0,1
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,243742,36,13,0,0,1
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,243441,50,20,0,0,1
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,241870,48,20,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,237194,30,33,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,230029,39,31,0,0,1
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,222645,3,19,0,0,1
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,210962,38,20,0,1,0
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,200981,34,19,0,0,1
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,193503,8,18,0,0,1
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,187928,36,18,0,0,1
Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,166195,24,20,0,1,0
BMW,535i,93.71425,8.0,225.0,2979.0,164496,4,20,0,0,1
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,162636,24,16,0,1,0
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,154191,48,16,0,0,1
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,152913,34,20,0,0,1
Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,150175,31,9,0,0,1
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,133641,18,20,0,0,1
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,130156,30,20,0,0,1
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,127667,42,14,0,0,1
Honda,Jazz,26.3525,0.0,80.0,1498.0,125932,18,12,0,0,1
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,121721,3,17,0,0,1
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,111258,48,20,0,0,1
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,107569,8,12,0,0,1
